case,ci95,cumulative_reward,data_type,episode,mean,n_episodes,nominal_abs_reward_sum,nominal_cumulative_reward,normalized_variation,parameter,parameter_value,reward_value,scaling,seed,standard_deviation,x_name,x_value
,,,distance_curve,,,,,,,alpha_dist,,3.2824375879480745,0.5,,,distance,1977.080476783959
,,,distance_curve,,,,,,,alpha_dist,,3.279604905569057,0.5,,,distance,1985.714015983889
,,,distance_curve,,,,,,,alpha_dist,,3.276774667742067,0.5,,,distance,1994.347555183819
,,,distance_curve,,,,,,,alpha_dist,,3.273946872357502,0.5,,,distance,2002.981094383749
,,,distance_curve,,,,,,,alpha_dist,,3.271121517307579,0.5,,,distance,2011.6146335836788
,,,distance_curve,,,,,,,alpha_dist,,3.2682986004863355,0.5,,,distance,2020.2481727836089
,,,distance_curve,,,,,,,alpha_dist,,3.2654781197896248,0.5,,,distance,2028.881711983539
,,,distance_curve,,,,,,,alpha_dist,,3.262660073115118,0.5,,,distance,2037.5152511834688
,,,distance_curve,,,,,,,alpha_dist,,3.259844458362298,0.5,,,distance,2046.1487903833988
,,,distance_curve,,,,,,,alpha_dist,,3.257031273432463,0.5,,,distance,2054.7823295833286
,,,distance_curve,,,,,,,alpha_dist,,3.2542205162287203,0.5,,,distance,2063.4158687832587
,,,coordination_curve,,,,,,,w_coord,,-0.0,0.5,,,tgo_mismatch,0.0
,,,coordination_curve,,,,,,,w_coord,,-0.03690230494201372,0.5,,,tgo_mismatch,0.025626600654176195
,,,coordination_curve,,,,,,,w_coord,,-0.07380460988402744,0.5,,,tgo_mismatch,0.05125320130835239
,,,coordination_curve,,,,,,,w_coord,,-0.11070691482604116,0.5,,,tgo_mismatch,0.07687980196252858
,,,coordination_curve,,,,,,,w_coord,,-0.14760921976805488,0.5,,,tgo_mismatch,0.10250640261670478
,,,coordination_curve,,,,,,,w_coord,,-0.1845115247100686,0.5,,,tgo_mismatch,0.12813300327088098
,,,coordination_curve,,,,,,,w_coord,,-0.2214138296520823,0.5,,,tgo_mismatch,0.15375960392505716
,,,coordination_curve,,,,,,,w_coord,,-0.2583161345940961,0.5,,,tgo_mismatch,0.17938620457923338
,,,coordination_curve,,,,,,,w_coord,,-0.29521843953610977,0.5,,,tgo_mismatch,0.20501280523340956
,,,coordination_curve,,,,,,,w_coord,,-0.33212074447812345,0.5,,,tgo_mismatch,0.23063940588758575
,,,coordination_curve,,,,,,,w_coord,,-0.3690230494201372,0.5,,,tgo_mismatch,0.25626600654176196
,,,coordination_curve,,,,,,,w_coord,,-0.40592535436215094,0.5,,,tgo_mismatch,0.28189260719593817
,,,coordination_curve,,,,,,,w_coord,,-0.4428276593041646,0.5,,,tgo_mismatch,0.30751920785011433
,,,coordination_curve,,,,,,,w_coord,,-0.47972996424617836,0.5,,,tgo_mismatch,0.33314580850429054
,,,coordination_curve,,,,,,,w_coord,,-0.5166322691881922,0.5,,,tgo_mismatch,0.35877240915846675
,,,coordination_curve,,,,,,,w_coord,,-0.5535345741302058,0.5,,,tgo_mismatch,0.3843990098126429
,,,coordination_curve,,,,,,,w_coord,,-0.5904368790722195,0.5,,,tgo_mismatch,0.4100256104668191
,,,coordination_curve,,,,,,,w_coord,,-0.6273391840142333,0.5,,,tgo_mismatch,0.43565221112099534
,,,coordination_curve,,,,,,,w_coord,,-0.6642414889562469,0.5,,,tgo_mismatch,0.4612788117751715
,,,coordination_curve,,,,,,,w_coord,,-0.7011437938982606,0.5,,,tgo_mismatch,0.4869054124293477
,,,coordination_curve,,,,,,,w_coord,,-0.7380460988402744,0.5,,,tgo_mismatch,0.5125320130835239
,,,coordination_curve,,,,,,,w_coord,,-0.7749484037822881,0.5,,,tgo_mismatch,0.5381586137377001
,,,coordination_curve,,,,,,,w_coord,,-0.8118507087243019,0.5,,,tgo_mismatch,0.5637852143918763
,,,coordination_curve,,,,,,,w_coord,,-0.8487530136663155,0.5,,,tgo_mismatch,0.5894118150460524
,,,coordination_curve,,,,,,,w_coord,,-0.8856553186083292,0.5,,,tgo_mismatch,0.6150384157002287
,,,coordination_curve,,,,,,,w_coord,,-0.922557623550343,0.5,,,tgo_mismatch,0.6406650163544049
,,,coordination_curve,,,,,,,w_coord,,-0.9594599284923567,0.5,,,tgo_mismatch,0.6662916170085811
,,,coordination_curve,,,,,,,w_coord,,-0.9963622334343705,0.5,,,tgo_mismatch,0.6919182176627573
,,,coordination_curve,,,,,,,w_coord,,-1.0332645383763843,0.5,,,tgo_mismatch,0.7175448183169335
,,,coordination_curve,,,,,,,w_coord,,-1.0701668433183977,0.5,,,tgo_mismatch,0.7431714189711096
,,,coordination_curve,,,,,,,w_coord,,-1.1070691482604116,0.5,,,tgo_mismatch,0.7687980196252858
,,,coordination_curve,,,,,,,w_coord,,-1.1439714532024252,0.5,,,tgo_mismatch,0.794424620279462
